Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date,Custom field (Patch Info)
Bug,HBASE-23351,13271371,Updating hbase version to 2.2.2,iadamcsik,iadamcsik,Major,Resolved,Fixed,29/Nov/19 11:34,03/Dec/19 11:35,,
Bug,GROOVY-9323,13271356,AST for precompiled classes loaded from the classpath does not contain constructor annotation information,paulk,erdi,Major,Closed,Fixed,29/Nov/19 09:58,09/Dec/19 21:36,,
Bug,SPARK-30078,13271342,FlatMapGroupsWithStateSuite failure (big-endian),,salamani,Major,Closed,Fixed,29/Nov/19 08:49,27/Mar/20 11:03,,
Bug,SPARK-30075,13271320,ArrayIndexType doesn't implement hashCode correctly,kabhwan,kabhwan,Minor,Resolved,Fixed,29/Nov/19 06:46,02/Jan/20 07:03,,
Bug,SPARK-30074,13271318,The maxNumPostShufflePartitions config should obey reducePostShufflePartitions enabled,XuanYuan,XuanYuan,Major,Resolved,Fixed,29/Nov/19 05:44,02/Dec/19 09:43,,
Bug,IGNITE-12405,13271280,.NET: WithReadRepair does not work,ptupitsyn,ptupitsyn,Blocker,Resolved,Fixed,28/Nov/19 20:32,04/Dec/19 16:11,,
Bug,ZOOKEEPER-3633,13271261,AdminServer commands throw NPE when only secure client port is used,symat,symat,Major,Closed,Fixed,28/Nov/19 16:08,14/Feb/20 15:23,,
Bug,AMQ-7357,13271260,Update to Pax URL 2.6.2,jbonofre,coheigea,Major,Resolved,Fixed,28/Nov/19 16:05,23/Jan/20 07:14,,
Bug,IGNITE-12403,13271254,Throttle page difference output in PageMemoryTracker,ilyak,ilyak,Major,Resolved,Fixed,28/Nov/19 15:48,17/Apr/20 07:50,,
Bug,IGNITE-12402,13271239,Example HibernateL2CacheExample,surkov,surkov,Major,Resolved,Fixed,28/Nov/19 14:18,16/Nov/20 15:37,,
Bug,KAFKA-9247,13271218,ERROR - NoSuchMethodError: org.apache.zookeeper.ZooKeeper.multi,,Scirocco,Major,Resolved,Fixed,28/Nov/19 12:52,02/Jul/20 13:33,,
Bug,HBASE-23348,13271169,Spark's createTable method throws an exception while the table is being split,rabikumar.kc,meszibalu,Major,Resolved,Fixed,28/Nov/19 09:54,29/Nov/19 14:15,,
Bug,SPARK-30067,13271167,Fix fragment offset comparison in getBlockHosts,madianjun,madianjun,Minor,Resolved,Fixed,28/Nov/19 09:52,06/Dec/19 07:46,,
Bug,FLINK-14982,13271143,YARN IT Test Case log config is mistakenly disabled,ZhenqiuHuang,ZhenqiuHuang,Major,Closed,Fixed,28/Nov/19 07:20,20/May/20 08:41,,
Bug,SPARK-30065,13271120,Unable to drop na with duplicate columns,imback82,imback82,Major,Resolved,Fixed,28/Nov/19 00:29,08/Jun/20 16:14,,
Bug,KAFKA-9244,13271118,Update of old FK reference on RHS should not trigger join result,mjsax,nikuis,Major,Resolved,Fixed,28/Nov/19 00:14,30/Nov/19 05:33,,
Bug,HIVE-22558,13271112,"Metastore: Passwords jceks should be read lazily, in case of connection pools",bslim,gopalv,Major,Resolved,Fixed,27/Nov/19 23:08,21/Jan/20 19:04,,
Bug,HIVE-22555,13271064,Upgrade ORC version to 1.5.8,mustafaiman,mustafaiman,Major,Resolved,Fixed,27/Nov/19 17:40,16/Nov/20 17:44,,
Bug,KAFKA-9241,13271025,SASL Clients are not forced to re-authenticate if they don't leverage SaslAuthenticateRequest,rndgstn,rndgstn,Major,Resolved,Fixed,27/Nov/19 15:04,17/Apr/20 01:22,,
Bug,CAMEL-14224,13271019,Camel-Websocket: The sendToAll method in the Producer is really slow,davsclaus,michael992,Minor,Resolved,Fixed,27/Nov/19 14:49,05/Dec/19 12:37,,
Bug,CAMEL-14223,13271018,EndpointBuilderFactory is not updated whenever `:camel-package:generate-endpoint-dsl` is executed,omarsmak,omarsmak,Minor,Resolved,Fixed,27/Nov/19 14:49,29/Nov/19 09:53,,
Bug,KAFKA-9239,13270995,Extreme amounts of logging done by unauthorized Kafka clients,,anderseknert,Major,Resolved,Fixed,27/Nov/19 13:25,20/Dec/19 08:51,,
Bug,FLINK-14976,13270990,Cassandra Connector leaks Semaphore on Throwable; hangs on close,mchro,mchro,Major,Closed,Fixed,27/Nov/19 13:21,29/Jan/20 03:48,,
Bug,FLINK-14973,13270958,OSS filesystem does not relocate many dependencies,,plucas,Major,Closed,Fixed,27/Nov/19 11:16,23/Mar/21 12:16,,
Bug,MAPREDUCE-7249,13270940,Invalid event TA_TOO_MANY_FETCH_FAILURE at SUCCESS_CONTAINER_CLEANUP causes job failure ,wilfreds,wilfreds,Critical,Resolved,Fixed,27/Nov/19 10:14,17/Aug/20 21:44,,
Bug,HIVE-22551,13270927,BytesColumnVector initBuffer should clean vector and length consistently ,abstractdog,abstractdog,Major,Resolved,Fixed,27/Nov/19 09:24,01/Dec/19 15:20,,
Bug,FLINK-14965,13270900,CatalogTableStatistics UNKNOWN should be consistent with TableStats UNKNOWN,godfreyhe,Terry1897,Major,Closed,Fixed,27/Nov/19 07:38,06/Dec/19 01:40,,
Bug,KAFKA-9235,13270867,Transaction state not cleaned up following StopReplica request,hachikuji,hachikuji,Major,Resolved,Fixed,27/Nov/19 03:05,16/Jan/20 22:52,,
Bug,FLINK-14960,13270862,Dependency shading of table modules test fails on Travis,jark,TsReaper,Blocker,Closed,Fixed,27/Nov/19 02:27,29/Jan/20 08:58,,
Bug,HDFS-15017,13270850,Remove redundant import of AtomicBoolean in NameNodeConnector.,csun,shv,Major,Resolved,Fixed,27/Nov/19 01:18,07/Dec/19 21:51,,
Bug,KAFKA-9233,13270833,Kafka consumer throws undocumented IllegalStateException,noslowerdna,noslowerdna,Minor,Resolved,Fixed,26/Nov/19 22:57,01/Apr/20 18:17,,
Bug,SPARK-30050,13270813,analyze table and rename table should not erase the bucketing metadata at hive side,viirya,viirya,Major,Resolved,Fixed,26/Nov/19 21:43,02/Dec/19 06:01,,
Bug,SPARK-30049,13270806,SQL fails to parse when comment contains an unmatched quote character,javier_ivanov,jlowe,Major,Resolved,Fixed,26/Nov/19 20:49,10/Mar/20 21:31,,
Bug,CAMEL-14220,13270789,camel-activemq - Setting brokerURL via camel-main issue,davsclaus,davsclaus,Major,Resolved,Fixed,26/Nov/19 19:06,23/Jan/20 07:38,,
Bug,KAFKA-9232,13270787,Coordinator new member heartbeat completion does not work for JoinGroup v3,ableegoldman,hachikuji,Major,Resolved,Fixed,26/Nov/19 18:49,24/Dec/19 01:17,,
Bug,AMQ-7353,13270759,"Rare NPE during marshal, killing async dispatch task and potentially leaving un-marshal cache invalid",gtully,gtully,Major,Resolved,Fixed,26/Nov/19 16:41,23/Oct/20 09:45,,
Bug,KAFKA-9231,13270749,Streams Threads may die from recoverable errors with EOS enabled,vvcephei,vvcephei,Blocker,Resolved,Fixed,26/Nov/19 16:02,17/Dec/19 21:21,,
Bug,FLINK-14953,13270748,Parquet table source should use schema type to build FilterPredicate,ZhenqiuHuang,ZhenqiuHuang,Major,Closed,Fixed,26/Nov/19 16:02,11/Dec/19 06:46,,
Bug,IGNITE-12395,13270739,Client nodes fail on SPARC: No session found at TcpCommunicationSpi.createNioSession,ilyak,ilyak,Major,Resolved,Fixed,26/Nov/19 15:05,21/Feb/20 10:17,,
Bug,HIVE-22546,13270727,Postgres schema not using quoted identifiers for certain tables,zchovan,zchovan,Major,Resolved,Fixed,26/Nov/19 13:59,19/Dec/19 09:23,,
Bug,HBASE-23346,13270722,Import ReturnCode in SparkSQLPushDownFilter,psomogyi,psomogyi,Major,Resolved,Fixed,26/Nov/19 13:42,26/Nov/19 14:47,,
Bug,FLINK-14952,13270721,Yarn containers can exceed physical memory limits when using BoundedBlockingSubpartition.,zjwang,pnowojski,Blocker,Closed,Fixed,26/Nov/19 13:40,13/Dec/19 04:07,,
Bug,FLINK-14951,13270712,State TTL backend end-to-end test fail when taskManager has multiple slot,karmagyz,karmagyz,Major,Closed,Fixed,26/Nov/19 12:37,11/Dec/19 09:23,,
Bug,HIVE-22544,13270700,Disable null sort order at user level,kkasa,kkasa,Minor,Resolved,Fixed,26/Nov/19 11:28,03/Dec/19 02:01,,
Bug,HBASE-23345,13270698,Table need to replication unless all of cfs are excluded,Ddupg,Ddupg,Minor,Resolved,Fixed,26/Nov/19 11:18,03/Jan/20 14:32,,
Bug,FLINK-14949,13270646,Task cancellation can be stuck against out-of-thread error,hwanju,hwanju,Major,Closed,Fixed,26/Nov/19 07:22,10/Mar/20 17:54,,
Bug,HIVE-22540,13270628,Vectorization: Decimal64 columns don't work with VectorizedBatchUtil.makeLikeColumnVector(ColumnVector),gopalv,gopalv,Minor,Resolved,Fixed,26/Nov/19 05:59,11/Nov/20 15:46,,
Bug,HIVE-22538,13270568,RS deduplication does not always enforce hive.optimize.reducededuplication.min.reducer,kkasa,jcamachorodriguez,Major,Resolved,Fixed,26/Nov/19 00:58,29/Apr/21 06:19,,
Bug,CAMEL-14219,13270561,ReactiveStreams subscriber does not enforce type conversion,nferraro,nferraro,Major,Resolved,Fixed,26/Nov/19 00:01,27/Nov/19 04:01,,
Bug,HDFS-15012,13270559,NN fails to parse Edit logs after applying HDFS-13101,shashikant,ericlin,Blocker,Resolved,Fixed,25/Nov/19 23:23,18/Dec/19 18:12,,
Bug,SPARK-30030,13270531,Use RegexChecker instead of TokenChecker to check `org.apache.commons.lang.`,dongjoon,dongjoon,Major,Resolved,Fixed,25/Nov/19 19:48,26/Nov/19 16:13,,
Bug,HBASE-23342,13270520,Handle NPE while closing compressingStream,vjasani,vjasani,Trivial,Resolved,Fixed,25/Nov/19 18:17,02/Dec/19 14:14,,
Bug,KAFKA-9229,13270514,initTransactions() fails when running new producer against an old server,cmccabe,stevenpyzhang,Major,Resolved,Fixed,25/Nov/19 18:01,26/Nov/19 16:18,,
Bug,HIVE-22537,13270504,getAcidState() not saving directory snapshot causes multiple calls to S3 api,mustafaiman,mustafaiman,Major,Resolved,Fixed,25/Nov/19 17:35,03/Dec/19 19:35,,
Bug,FLINK-14941,13270431,The AbstractTableInputFormat#nextRecord in hbase connector will handle the same rowkey twice once encountered any exception,openinx,openinx,Major,Resolved,Fixed,25/Nov/19 12:13,13/Dec/19 06:11,,
Bug,SPARK-30025,13270426,Continuous shuffle block fetching should be disabled by default when the old fetch protocol is used,XuanYuan,XuanYuan,Major,Resolved,Fixed,25/Nov/19 11:59,02/Dec/19 14:34,,
Bug,FLINK-14940,13270407,Travis build passes despite Test failures,chesnay,gjy,Blocker,Closed,Fixed,25/Nov/19 09:41,27/Nov/19 14:04,,
Bug,FLINK-14939,13270406,StreamingKafkaITCase fails due to distDir property not being set,chesnay,gjy,Blocker,Closed,Fixed,25/Nov/19 09:40,27/Nov/19 14:04,,
Bug,CAMEL-14213,13270401,camel-jms - Using XA and having 2 or more connection factories issue,davsclaus,davsclaus,Major,Resolved,Fixed,25/Nov/19 09:11,03/Dec/19 14:55,,
Bug,FLINK-14938,13270388,Flink elasticsearch failure handler re-add indexrequest causes ConcurrentModificationException,ysn2233,ysn2233,Major,Closed,Fixed,25/Nov/19 08:32,24/Jun/20 09:38,,
Bug,HBASE-23337,13270339,Several modules missing in nexus for Apache HBase 2.2.2,busbey,lichaoir,Blocker,Resolved,Fixed,24/Nov/19 22:35,05/Dec/19 03:33,,
Bug,HBASE-23336,13270324,"[CLI] Incorrect row(s) count  ""clear_deadservers""",kpalanisamy,kpalanisamy,Minor,Resolved,Fixed,24/Nov/19 20:27,27/Nov/19 14:30,,
Bug,ZEPPELIN-4460,13270318,zeppelin-context doesn't show pandas df index,,cronoik,Minor,Closed,Fixed,24/Nov/19 16:03,10/Jun/20 05:07,,
Bug,SPARK-30008,13270316,"the dataType of collect_list and collect_set aggregate functions should be ArrayType(_, false)",Qin Yao,Qin Yao,Major,Resolved,Fixed,24/Nov/19 15:46,27/Nov/19 04:49,,
Bug,GROOVY-9317,13270281,Value record missing for assert on field expression,emilles,emilles,Minor,Closed,Fixed,24/Nov/19 01:35,27/Jan/20 00:44,,
Bug,HDFS-15010,13270268,BlockPoolSlice#addReplicaThreadPool static pool should be initialized by static method,surendralilhore,surendralilhore,Major,Resolved,Fixed,23/Nov/19 19:19,04/Dec/19 18:38,,
Bug,HIVE-22532,13270217,PTFPPD may push limit incorrectly through Rank/DenseRank function,jcamachorodriguez,jcamachorodriguez,Major,Resolved,Fixed,23/Nov/19 04:26,28/Nov/19 05:53,,
Bug,MESOS-10041,13270177,Libprocess SSL verification can leak memory,bennoe,greggomann,Major,Resolved,Fixed,22/Nov/19 20:22,23/Nov/19 00:15,,
Bug,FLINK-14930,13270173,OSS Filesystem Uses Wrong Shading Prefix,knaufk,knaufk,Major,Closed,Fixed,22/Nov/19 20:09,27/Nov/19 11:16,,
Bug,FLINK-14929,13270110,ContinuousFileProcessingCheckpointITCase sporadically fails due to FileNotFoundException,gjy,gjy,Critical,Closed,Fixed,22/Nov/19 15:19,17/Dec/19 12:26,,
Bug,SPARK-30001,13270081,can't lookup v1 tables whose names specify the session catalog,imback82,cloud_fan,Major,Resolved,Fixed,22/Nov/19 12:14,17/Dec/19 04:44,,
Bug,SPARK-29999,13270070,Writing empty partition via DSv2 implementation of FileStreamSink throws FileNotFoundException,kabhwan,kabhwan,Critical,Resolved,Fixed,22/Nov/19 11:16,26/Jun/20 07:23,,
Bug,KAFKA-9225,13270063,kafka fail to run on linux-aarch64,adally,adally,Major,Resolved,Fixed,22/Nov/19 09:57,15/May/20 23:30,,
Bug,HDFS-15009,13270061,"FSCK ""-list-corruptfileblocks"" return Invalid Entries",hemanthboyina,hemanthboyina,Major,Resolved,Fixed,22/Nov/19 09:50,04/Dec/19 18:37,,
Bug,FLINK-14928,13270049,Documentation links check nightly run failed on travis,klion26,liyu,Blocker,Resolved,Fixed,22/Nov/19 08:23,25/Nov/19 02:55,,
Bug,CAMEL-14207,13270038,camel-olingo2 - Basic auth with endpointHttpHeaders not working ,tadayosi,tadayosi,Major,Resolved,Fixed,22/Nov/19 07:03,22/Nov/19 07:24,,
Bug,HIVE-22527,13269989,Hive on Tez : Job of merging samll files will be submitted into another queue (default queue),zhangbutao,zhangbutao,Blocker,Resolved,Fixed,22/Nov/19 03:20,02/Mar/20 21:26,,
Bug,KAFKA-9223,13269976,RebalanceSourceConnectorsIntegrationTest disrupting builds with System::exit,ChrisEgerton,ChrisEgerton,Major,Resolved,Fixed,22/Nov/19 00:33,22/Nov/19 17:16,,
Bug,HBASE-23328,13269959,info:regioninfo goes wrong when region replicas enabled,stack,stack,Major,Resolved,Fixed,21/Nov/19 22:03,23/Nov/19 04:42,,
Bug,HDFS-15005,13269955,Backport HDFS-12300 to branch-2,csun,csun,Major,Resolved,Fixed,21/Nov/19 21:47,09/Dec/19 20:06,,
Bug,FLINK-14910,13269912,DisableAutoGeneratedUIDs fails on keyBy,dwysakowicz,wilcheng,Major,Closed,Fixed,21/Nov/19 17:55,24/Jan/20 01:12,,
Bug,IGNITE-12387,13269867,.NET Thin Client: Handle unsupported features on older server nodes gracefully,ptupitsyn,ptupitsyn,Critical,Resolved,Fixed,21/Nov/19 14:49,19/Dec/19 19:18,,
Bug,FLINK-14899,13269857,can not be translated to StreamExecDeduplicate when PROCTIME() is defined in query,godfreyhe,godfreyhe,Major,Resolved,Fixed,21/Nov/19 13:56,17/Dec/19 12:16,,
Bug,HBASE-23327,13269854,Add missing maven functions for hb_maven,psomogyi,psomogyi,Critical,Resolved,Fixed,21/Nov/19 13:44,26/Nov/19 14:46,,
Bug,FLINK-14894,13269832,HybridOffHeapUnsafeMemorySegmentTest#testByteBufferWrap failed on Travis,azagrebin,gjy,Critical,Closed,Fixed,21/Nov/19 12:54,20/May/20 14:55,,
Bug,FLINK-14891,13269827,PythonScalarFunctionOperator should be chained with upstream operators by default,dian.fu,dian.fu,Major,Closed,Fixed,21/Nov/19 12:33,02/Dec/19 16:00,,
Bug,CASSANDRA-15435,13269826,SELECT JSON does not return the correct value for empty blobs,e.dimitrova,blerer,Normal,Resolved,Fixed,21/Nov/19 12:24,15/May/20 08:39,,
Bug,KAFKA-9219,13269801,NullPointerException when polling metrics from Kafka Connect,yangguo1220,mimaison,Major,Resolved,Fixed,21/Nov/19 10:53,18/Apr/20 23:21,,
Bug,KAFKA-9218,13269800,MirrorMaker 2 can fail to create topics,mimaison,mimaison,Major,Resolved,Fixed,21/Nov/19 10:50,17/Jan/20 13:45,,
Bug,HIVE-22523,13269790,The error handler in LlapRecordReader might block if its queue is full,amagyar,amagyar,Major,Resolved,Fixed,21/Nov/19 10:11,26/Nov/19 18:14,,
Bug,CAMEL-14198,13269777,camel-spring-boot - Can restart routes on startup if using run-main-controller,davsclaus,davsclaus,Major,Resolved,Fixed,21/Nov/19 09:09,21/Nov/19 10:14,,
Bug,CAMEL-14197,13269769,Missing dependency in camel-optaplanner ,tdiesler,tdiesler,Minor,Resolved,Fixed,21/Nov/19 08:35,21/Nov/19 10:15,,
Bug,HIVE-22522,13269723,llap doesn't work using complex join operation,oceanhaiyang,oceanhaiyang,Major,Resolved,Fixed,21/Nov/19 03:27,02/Dec/19 04:14,,
Bug,HIVE-22521,13269624,Both Driver and SessionState has a userName,kgyrtkirk,kgyrtkirk,Major,Resolved,Fixed,20/Nov/19 16:24,03/Dec/19 18:07,,
Bug,SPARK-29973,13269600,Use nano time to calculate 'processedRowsPerSecond' to avoid 'NaN'/'Infinity',uncleGen,uncleGen,Minor,Resolved,Fixed,20/Nov/19 14:11,25/Nov/19 01:52,,
Bug,CAMEL-14196,13269576,Unable to bind properties with #bean: scheme,zregvart,zregvart,Major,Resolved,Fixed,20/Nov/19 11:45,21/Nov/19 19:53,,
Bug,HIVE-22519,13269556,TestMiniLlapLocalCliDriver#testCliDriver[sysdb_schq] fails intermittently,kgyrtkirk,kgyrtkirk,Major,Resolved,Fixed,20/Nov/19 10:10,28/Nov/19 14:03,,
Bug,HIVE-22518,13269553,SQLStdHiveAuthorizerFactoryForTest doesn't work correctly for llap tests,kgyrtkirk,kgyrtkirk,Major,Resolved,Fixed,20/Nov/19 09:56,27/Jan/20 11:11,,
Bug,HIVE-22516,13269551,TestScheduledQueryIntegration fails occasionally,kgyrtkirk,kgyrtkirk,Major,Resolved,Fixed,20/Nov/19 09:53,25/Nov/19 22:22,,
Bug,SPARK-29971,13269535,Multiple possible buffer leaks in TransportFrameDecoder and TransportCipher,norman,norman,Major,Resolved,Fixed,20/Nov/19 08:42,25/Nov/19 18:15,,
Bug,AMQ-7347,13269532,Unnecessary stack trace in case of invalid selector,jbonofre,lionel.cons,Minor,Resolved,Fixed,20/Nov/19 08:31,10/Mar/20 06:21,,
Bug,FLINK-14872,13269528,(Partial fix) Potential deadlock for task reading from blocking ResultPartition.,kevin.cyj,kevin.cyj,Blocker,Closed,Fixed,20/Nov/19 08:04,07/Dec/19 19:45,,
Bug,SPARK-29970,13269527,open/close state is not preserved for Timelineview,sarutak,sarutak,Minor,Resolved,Fixed,20/Nov/19 08:04,24/Nov/19 18:32,,
Bug,HBASE-23364,13269520,HRegionServer sometimes does not shut down.,larsh,larsh,Major,Resolved,Fixed,20/Nov/19 07:25,07/Dec/19 00:01,,
Bug,FLINK-14866,13269510,A few documentation links are broken,phoenixjiangnan,dian.fu,Major,Closed,Fixed,20/Nov/19 05:56,22/Nov/19 13:40,,
Bug,ZEPPELIN-4456,13269508,Travis CI fails,zjffdu,zjffdu,Major,Closed,Fixed,20/Nov/19 05:43,24/Dec/20 03:19,,
Bug,FLINK-14865,13269462,Unstable tests PyFlinkBlinkStreamUserDefinedFunctionTests#test_udf_in_join_condition_2,zhongwei,dian.fu,Major,Closed,Fixed,20/Nov/19 01:49,26/Nov/19 06:01,,
Bug,HIVE-22515,13269455,Support cast to decimal64 in Vectorization,rameshkumar,rameshkumar,Major,Resolved,Fixed,20/Nov/19 01:21,07/Jun/20 00:24,,
Bug,CAMEL-14194,13269437,Invalid JID is generated for private chat in XMPP component,,pramming,Major,Resolved,Fixed,19/Nov/19 23:02,20/Nov/19 04:20,,
Bug,KAFKA-9212,13269430,Keep receiving FENCED_LEADER_EPOCH while sending ListOffsetRequest,hachikuji,Lambruschi,Blocker,Resolved,Fixed,19/Nov/19 22:08,10/Dec/19 03:52,,
Bug,HDFS-14996,13269352,RBF: GetFileStatus fails for directory with EC policy set in case of multiple destinations ,ayushtkn,ayushtkn,Major,Resolved,Fixed,19/Nov/19 17:11,21/Nov/19 07:03,,
Bug,HIVE-22514,13269335,HiveProtoLoggingHook might consume lots of memory,amagyar,amagyar,Major,Resolved,Fixed,19/Nov/19 15:14,22/Nov/19 18:12,,
Bug,FLINK-14861,13269329,parallelism.default in flink-conf.yaml do not work which is a bug imported by[FLINK-14745] ,Leonard Xu,Leonard Xu,Blocker,Closed,Fixed,19/Nov/19 14:56,20/Nov/19 13:51,,
Bug,FLINK-14858,13269312,"Wrong ""if"" statement in SqlToOperationConverter",toutian,toutian,Minor,Closed,Fixed,19/Nov/19 12:55,13/Apr/21 20:41,,
Bug,HIVE-22513,13269310,Constant propagation of casted column in filter ops can cause incorrect results,szita,szita,Major,Resolved,Fixed,19/Nov/19 12:45,20/Nov/19 12:47,,
Bug,HIVE-22511,13269291,Fix case of Month token in datetime to string conversion,klcopp,gaborkaszab,Major,Resolved,Fixed,19/Nov/19 10:46,22/Nov/19 10:26,,
Bug,HDFS-14993,13269258,checkDiskError doesn't work during datanode startup,hadoop_yangyun,hadoop_yangyun,Major,Resolved,Fixed,19/Nov/19 08:15,28/Jan/20 17:53,,
Bug,FLINK-14849,13269254,Fix documentation about Hive dependencies,lirui,lzljs3620320,Critical,Closed,Fixed,19/Nov/19 07:53,06/Jan/20 16:07,,
Bug,KAFKA-9210,13269249,kafka stream loss data,,panpan.liu,Major,Resolved,Fixed,19/Nov/19 06:55,29/Jul/20 20:02,,
Bug,AMQ-7346,13269248,Unnecessary stack trace in DemandForwardingBridgeSupport,jbonofre,lionel.cons,Minor,Resolved,Fixed,19/Nov/19 06:54,04/Mar/20 20:43,,
Bug,FLINK-14846,13269238,Correct the default writerbuffer size documentation of RocksDB,yunta,yunta,Major,Resolved,Fixed,19/Nov/19 06:28,20/Dec/19 13:16,,
Bug,HBASE-23318,13269203,LoadTestTool doesn't start,apurtell,apurtell,Minor,Resolved,Fixed,19/Nov/19 00:27,20/Nov/19 03:33,,
Bug,SPARK-29953,13269195,File stream source cleanup options may break a file sink output,kabhwan,zsxwing,Major,Resolved,Fixed,18/Nov/19 23:14,06/Dec/19 05:55,,
Bug,HBASE-23313,13269173,[hbck2] setRegionState should update Master in-memory state too,wchevreuil,stack,Major,Resolved,Fixed,18/Nov/19 21:50,04/Jun/20 15:28,,
Bug,FLINK-14843,13269166,Streaming bucketing end-to-end test can fail with Output hash mismatch,banmoy,gjy,Major,Closed,Fixed,18/Nov/19 21:20,16/Jan/20 09:43,,
Bug,CAMEL-14190,13269162,JMSComponent tries to use applicationContext before it is initialised,davsclaus,ccronemberger,Minor,Resolved,Fixed,18/Nov/19 21:05,25/Nov/19 09:16,,
Bug,IGNITE-12382,13269161,"Clarify ""collocated"" flag documentation",Artem Budnikov,dmagda,Major,Closed,Fixed,18/Nov/19 21:03,04/Dec/19 16:17,,
Bug,HIVE-22510,13269155,Support decimal64 operations for column operands with different scales,rameshkumar,rameshkumar,Major,Resolved,Fixed,18/Nov/19 20:31,08/Jun/20 11:02,,
Bug,SPARK-29951,13269154,Make the behavior of Postgre dialect independent of ansi mode config,XuanYuan,XuanYuan,Major,Resolved,Fixed,18/Nov/19 20:29,21/Nov/19 05:09,,
Bug,KAFKA-9208,13269149,Flaky Test SslAdminClientIntegrationTest.testCreatePartitions,huxi_2b,ableegoldman,Major,Resolved,Fixed,18/Nov/19 19:57,09/Dec/19 02:33,,
Bug,KAFKA-9206,13269137,Consumer should handle `CORRUPT_MESSAGE` error code in fetch response,agam,hachikuji,Major,Resolved,Fixed,18/Nov/19 18:54,21/Feb/20 18:03,,
Bug,SPARK-29949,13269124,JSON/CSV formats timestamps incorrectly,maxgekk,maxgekk,Major,Resolved,Fixed,18/Nov/19 17:49,19/Nov/19 09:11,,
Bug,HIVE-22508,13269100,KeyWrapperComparator throws exception,kkasa,kkasa,Major,Resolved,Fixed,18/Nov/19 15:15,12/Dec/19 04:37,,
Bug,HBASE-23312,13269098,HBase Thrift SPNEGO configs (HBASE-19852) should be backwards compatible,krisden,krisden,Major,Resolved,Fixed,18/Nov/19 15:12,29/Nov/19 09:49,,
Bug,HIVE-22507,13269095,KeyWrapper comparator create field comparator instances at every comparison ,kkasa,kkasa,Major,Resolved,Fixed,18/Nov/19 15:02,22/Jun/20 07:27,,
Bug,HDFS-14992,13269085,TestOfflineEditsViewer is failing in Trunk,hemanthboyina,hemanthboyina,Major,Resolved,Fixed,18/Nov/19 14:01,21/Nov/19 08:22,,
Bug,CASSANDRA-15432,13269076,"The ""read defragmentation"" optimization does not work",slebresne,slebresne,Normal,Resolved,Fixed,18/Nov/19 13:35,03/Jan/21 17:04,,
Bug,KAFKA-9204,13269048,ReplaceField transformation fails when encountering tombstone event,,gekalogiros,Major,Resolved,Fixed,18/Nov/19 11:11,12/Feb/20 23:20,,
Bug,KAFKA-9203,13269046,kafka-client 2.3.1 fails to consume lz4 compressed topic,ijuma,dwatzke,Blocker,Resolved,Fixed,18/Nov/19 11:03,25/Feb/21 07:24,,
Bug,SPARK-29938,13268995,Add batching in alter table add partition flow,prakharjain09,prakharjain09,Major,Resolved,Fixed,18/Nov/19 06:27,17/Apr/20 00:34,,
Bug,CAMEL-14186,13268992,camel-core-starter - Spring Boot auto-configuration is not generated for some models,davsclaus,davsclaus,Major,Resolved,Fixed,18/Nov/19 06:05,18/Nov/19 09:41,,
Bug,SPARK-29936,13268956,Fix SparkR lint errors and add lint-r GitHub Action,dongjoon,dongjoon,Minor,Resolved,Fixed,17/Nov/19 22:50,19/Nov/19 04:13,,
Bug,KAFKA-9200,13268944,ListOffsetRequest missing error response for v5,lucasbradstreet,lucasbradstreet,Minor,Resolved,Fixed,17/Nov/19 19:23,18/Nov/19 03:23,,
Bug,FLINK-14834,13268942,Kerberized YARN on Docker test fails on Travis,aljoscha,gjy,Blocker,Closed,Fixed,17/Nov/19 18:53,17/Dec/19 09:14,,
Bug,SPARK-29932,13268892,lint-r should do non-zero exit in case of errors,dongjoon,dongjoon,Minor,Resolved,Fixed,17/Nov/19 04:30,19/Nov/19 19:32,,
Bug,KAFKA-9198,13268870,StopReplica handler should complete pending purgatory operations,hachikuji,hachikuji,Major,Resolved,Fixed,16/Nov/19 17:56,18/Nov/19 23:34,,
Bug,AMQ-7344,13268846,ActiveMQ WebConsole doesn't work on Karaf with Jackson 2.10.x,jbonofre,jbonofre,Major,Resolved,Fixed,16/Nov/19 14:47,27/May/21 13:39,,
Bug,FLINK-14830,13268792,Correct the link for chinese version stream_checkpointing page ,klion26,klion26,Major,Resolved,Fixed,16/Nov/19 12:08,18/Nov/19 02:47,,
Bug,HIVE-22505,13268770,ClassCastException caused by wrong Vectorized operator selection,pgaref,pgaref,Critical,Resolved,Fixed,16/Nov/19 03:42,26/Nov/19 01:42,,
Bug,HIVE-22504,13268767,Compilation time might get high in case of many parentheses (branch-1),kgyrtkirk,kgyrtkirk,Major,Resolved,Fixed,16/Nov/19 02:29,28/Nov/19 06:14,,
Bug,KAFKA-9196,13268738,Records exposed before advancement of high watermark after segment roll,hachikuji,hachikuji,Blocker,Resolved,Fixed,15/Nov/19 21:42,17/Nov/19 22:47,,
Bug,SPARK-29920,13268634,Parsing failure on interval '20 15' day to hour,maxgekk,maxgekk,Major,Resolved,Fixed,15/Nov/19 17:32,05/Jun/20 19:44,,
